PLAYER_ID,name,team,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,norm_height,norm_weight,norm_ppg,norm_ts_pct,norm_on_ball_def_fg_pct,norm_blk,norm_reb,norm_ast_minus_tov,norm_net_off_rating,norm_stl,norm_net_def_rating,norm_charges_per_min,norm_loose_balls_per_min,norm_box_outs_per_min,norm_stl_per_min
1641748,Andre Jackson Jr.,MIL,52,48,65,35,35,90,325,0.375,0.3379,0.0518,0.5573,0.4013,0.0526,0.1318,0.1098,0.3973,0.1071,0.2063,0.0,0.5464,0.0934,0.3158
1629614,Andrew Nembhard,IND,78,70,60,85,76,100,469,0.25,0.2138,0.2654,0.5339,0.4474,0.0526,0.1783,0.4756,0.5639,0.3571,0.2925,0.2,0.3028,0.0456,0.4071
203952,Andrew Wiggins,MIA,75,90,85,75,70,55,450,0.4375,0.2552,0.5243,0.5885,0.5855,0.2105,0.2713,0.1829,0.4521,0.2857,0.1905,0.0,0.3579,0.128,0.2948
1629014,Anfernee Simons,POR,99,92,46,115,50,65,467,0.1875,0.2759,0.5663,0.5651,0.2171,0.0263,0.1318,0.4146,0.4795,0.25,0.1429,0.0786,0.2609,0.033,0.2314
1641710,Anthony Black,ORL,79,52,38,55,110,45,379,0.4375,0.2759,0.246,0.4714,0.5658,0.1579,0.1473,0.2317,0.4384,0.3214,0.2449,0.0796,0.3784,0.0701,0.4564
203076,Anthony Davis,DAL,72,130,150,57,94,75,578,0.625,0.6414,0.7411,0.6458,0.6513,0.5789,0.8217,0.2317,0.516,0.3571,0.415,0.0769,0.5383,0.3531,0.3369
1630162,Anthony Edwards,MIN,150,130,80,125,60,32,577,0.25,0.4483,0.835,0.6641,0.5132,0.1579,0.3643,0.2317,0.6301,0.3571,0.0839,0.0,0.2863,0.0126,0.3008
1641810,Antonio Reeves,NOP,40,51,40,50,46,46,273,0.3125,0.3103,0.165,0.6224,0.125,0.0263,0.031,0.0976,0.4543,0.1071,0.2381,0.0,0.5456,0.0649,0.3043
1641709,Ausar Thompson,DET,61,80,105,40,120,104,510,0.375,0.3103,0.2686,0.5937,0.8026,0.1842,0.3178,0.1829,0.4977,0.5357,0.2744,0.0571,0.8622,0.0307,0.8343
1630559,Austin Reaves,LAL,107,110,50,130,75,130,602,0.3125,0.2552,0.5955,0.7188,0.3026,0.0789,0.2713,0.4878,0.7329,0.3214,0.1497,0.5521,0.3812,0.0707,0.2815
1630245,Ayo Dosunmu,CHI,65,95,50,80,48,79,417,0.3125,0.2759,0.3398,0.638,0.2697,0.1053,0.1938,0.439,0.4361,0.25,0.0658,0.0,0.4326,0.0303,0.2587
1628389,Bam Adebayo,MIA,121,95,80,70,79,72,517,0.5625,0.6552,0.5275,0.5755,0.4211,0.1842,0.6667,0.3415,0.4977,0.3929,0.2086,0.0,0.3746,0.5044,0.3616
1641767,Ben Sheppard,IND,60,60,65,55,63,90,393,0.375,0.2069,0.1133,0.5599,0.5395,0.0526,0.1395,0.1951,0.4132,0.1429,0.1678,0.0,0.4905,0.0504,0.2721
1627732,Ben Simmons,LAC,55,45,58,58,56,40,312,0.625,0.5517,0.1036,0.5182,0.4934,0.1316,0.2868,0.5122,0.395,0.1786,0.1859,0.2336,0.3183,0.0988,0.2853
1631097,Bennedict Mathurin,IND,90,85,50,55,69,73,422,0.3125,0.3448,0.4628,0.6224,0.25,0.0789,0.3333,0.0732,0.5068,0.1786,0.2132,0.0,0.4412,0.0974,0.1798
1641731,Bilal Coulibaly,WAS,80,70,83,63,95,105,496,0.5,0.2414,0.3398,0.4557,0.6184,0.1842,0.3101,0.2317,0.4954,0.3929,0.1587,0.0389,0.565,0.0307,0.3804
202687,Bismack Biyombo,SAS,30,63,95,23,42,55,308,0.5,0.6552,0.1068,0.6146,0.3618,0.2105,0.3566,0.0854,0.3219,0.1429,0.2336,0.0,0.532,0.4796,0.2865
1631104,Blake Wesley,SAS,43,30,35,40,50,51,249,0.1875,0.1724,0.0615,0.4427,0.3487,0.0263,0.0078,0.2073,0.4361,0.1429,0.3787,0.0,0.4796,0.0096,0.5241
1626171,Bobby Portis Jr.,MIL,60,80,95,65,80,55,435,0.625,0.6207,0.3916,0.526,0.5855,0.1316,0.5736,0.1829,0.5023,0.1786,0.2472,0.0,0.2361,0.3594,0.2318
203992,Bogdan Bogdanović,LAC,62,75,73,70,55,40,375,0.3125,0.4483,0.2913,0.5703,0.4211,0.0526,0.1473,0.2317,0.3881,0.2143,0.3084,0.0,0.22,0.0598,0.2876
203078,Bradley Beal,PHX,71,100,48,75,70,80,444,0.25,0.3241,0.4919,0.6719,0.4474,0.1316,0.1783,0.2927,0.3927,0.3214,0.1361,0.1201,0.4056,0.0379,0.316
1641764,Brandin Podziemski,GSW,72,73,60,85,90,150,530,0.25,0.3103,0.3204,0.5651,0.2829,0.0526,0.3178,0.3415,0.468,0.3214,0.39,0.7669,0.5599,0.11,0.4011
1630527,Brandon Boston Jr.,NOP,53,55,35,60,80,40,323,0.375,0.1931,0.288,0.5078,0.125,0.0526,0.1705,0.1951,0.4977,0.3929,0.3175,0.0544,0.2086,0.0151,0.5773
1629634,Brandon Clarke,MEM,60,92,115,40,75,95,477,0.5,0.3793,0.2104,0.776,0.7237,0.1579,0.3178,0.122,0.5297,0.2143,0.3084,0.1699,0.4666,0.3921,0.4172
1627742,Brandon Ingram,TOR,40,110,70,85,20,30,355,0.5,0.2069,0.6602,0.5729,0.0855,0.1579,0.3566,0.2439,0.4361,0.25,0.22,0.0,0.2289,0.0422,0.2272
1641706,Brandon Miller,CHA,50,93,100,111,56,60,470,0.4375,0.2759,0.6214,0.5208,0.5,0.1842,0.3023,0.1707,0.5274,0.3214,0.254,0.1315,0.1978,0.0705,0.2896
1641729,Brice Sensabaugh,UTA,65,73,43,75,45,35,336,0.3125,0.5172,0.2945,0.7083,0.2895,0.0263,0.155,0.0732,0.5365,0.1429,0.1746,0.0318,0.3798,0.0769,0.2587
201572,Brook Lopez,MIL,105,105,100,76,49,20,455,0.8125,0.8414,0.3625,0.7396,0.4605,0.5,0.3101,0.1585,0.5708,0.1429,0.1383,0.0,0.0,0.4037,0.1227
1628971,Bruce Brown,NOP,50,40,54,40,40,35,259,0.25,0.2897,0.2104,0.4271,0.2303,0.0526,0.2326,0.1951,0.3699,0.2143,0.195,0.0,0.2937,0.1049,0.3322
1642267,Bub Carrington,WAS,104,55,55,85,45,68,412,0.25,0.2069,0.2589,0.4531,0.3553,0.0789,0.2481,0.4024,0.4315,0.1786,0.1179,0.0428,0.2549,0.0478,0.1788
1627741,Buddy Hield,GSW,77,70,60,85,55,75,422,0.25,0.4138,0.301,0.5729,0.3618,0.0789,0.1705,0.1341,0.5114,0.2143,0.1746,0.0,0.302,0.0473,0.3283
203468,CJ McCollum,NOP,75,100,42,120,70,95,502,0.1875,0.2069,0.6246,0.5469,0.5329,0.1053,0.2171,0.3415,0.6598,0.2143,0.1451,0.0786,0.3587,0.0546,0.193
1630595,Cade Cunningham,DET,103,130,103,125,55,95,611,0.375,0.4138,0.7864,0.5859,0.6382,0.2105,0.3953,0.6463,0.6301,0.2857,0.1587,0.0551,0.3961,0.1053,0.2445
1631216,Caleb Houstan,ORL,45,63,30,45,35,36,254,0.5,0.3103,0.0744,0.6901,0.3487,0.0263,0.0233,0.122,0.395,0.0714,0.22,0.0,0.1318,0.1437,0.2551
1628997,Caleb Martin,DAL,60,45,45,45,85,110,390,0.3125,0.3103,0.1974,0.4505,0.3553,0.1316,0.2248,0.1829,0.395,0.2857,0.3424,0.2133,0.4763,0.0803,0.3491
1629629,Cam Reddish,LAL,39,50,77,30,80,58,334,0.4375,0.3931,0.0453,0.4115,0.5658,0.0789,0.0775,0.1098,0.3493,0.2857,0.1361,0.0,0.7805,0.056,0.5871
1630560,Cam Thomas,BKN,45,120,31,110,50,43,399,0.1875,0.3448,0.7184,0.612,0.25,0.0263,0.1783,0.2317,0.7123,0.1429,0.0499,0.0,0.2556,0.0229,0.1273
1641715,Cam Whitmore,HOU,48,60,59,55,71,30,323,0.4375,0.4828,0.246,0.5443,0.6513,0.0789,0.155,0.0854,0.4817,0.1429,0.1361,0.0,0.6511,0.0513,0.3508
1629661,Cameron Johnson,BKN,75,115,60,113,65,80,508,0.5,0.3448,0.5502,0.7604,0.4803,0.1053,0.2558,0.2805,0.6689,0.25,0.1134,0.1016,0.3417,0.0874,0.2434
1626166,Cameron Payne,NYK,55,35,53,79,60,70,352,0.1875,0.1586,0.165,0.5,0.5,0.0526,0.031,0.3293,0.5137,0.1071,0.3628,0.7657,0.194,0.0942,0.3015
1627747,Caris LeVert,ATL,70,80,60,90,70,65,435,0.375,0.3103,0.3333,0.6302,0.6645,0.1316,0.1705,0.3415,0.5388,0.25,0.1451,0.0,0.4786,0.0652,0.3396
1641717,Cason Wallace,OKC,78,70,75,65,58,101,447,0.1875,0.2414,0.2136,0.5781,0.4605,0.1316,0.186,0.2683,0.4635,0.5714,0.1361,0.0,0.7483,0.0739,0.7045
1631096,Chet Holmgren,OKC,50,85,150,65,40,65,455,0.8125,0.331,0.4272,0.6745,0.7895,0.5789,0.5426,0.0976,0.5959,0.1786,0.2177,0.0,0.3839,0.2526,0.2066
1628449,Chris Boucher,TOR,50,91,70,69,55,55,390,0.5625,0.2759,0.2654,0.7161,0.3947,0.1316,0.2713,0.0854,0.6393,0.1071,0.1973,0.2241,0.2968,0.182,0.2508
101108,Chris Paul,SAS,100,55,60,127,60,30,432,0.0,0.1034,0.2265,0.625,0.3421,0.0789,0.2016,0.7805,0.637,0.3929,0.1973,0.0,0.5996,0.0337,0.4687
1631128,Christian Braun,DEN,124,120,85,100,30,92,551,0.375,0.4138,0.4401,0.8464,0.375,0.1316,0.3256,0.2683,0.8744,0.3214,0.161,0.0947,0.3472,0.0523,0.2932
203991,Clint Capela,ATL,60,74,131,25,45,108,443,0.625,0.6621,0.2298,0.5833,0.4211,0.2632,0.5814,0.0976,0.3767,0.1429,0.2812,0.4802,0.5098,0.4348,0.2378
1629632,Coby White,CHI,100,120,40,109,53,65,487,0.3125,0.2414,0.6019,0.6797,0.2829,0.0526,0.2093,0.3293,0.5137,0.25,0.1361,0.0776,0.3167,0.0189,0.2272
1628998,Cody Martin,PHX,60,56,70,30,95,130,441,0.375,0.3103,0.1618,0.4401,0.3947,0.1579,0.2481,0.1951,0.1918,0.3214,0.381,0.2906,1.0,0.1999,0.5107
1642262,Cody Williams,UTA,55,25,55,30,30,50,245,0.4375,0.2069,0.0906,0.2057,0.3618,0.0789,0.1008,0.1098,0.3037,0.1071,0.2132,0.0,0.1189,0.0424,0.1819
1641732,Colby Jones,WAS,30,50,40,27,135,81,363,0.375,0.3241,0.0712,0.5313,0.4539,0.0789,0.093,0.1341,0.274,0.1786,0.5011,0.146,0.4064,0.1241,0.5515
1630175,Cole Anthony,MEM,60,50,70,65,35,80,360,0.125,0.1724,0.246,0.4974,0.4145,0.1316,0.155,0.2439,0.4954,0.1786,0.1837,0.1745,0.6904,0.0612,0.3634
1629012,Collin Sexton,UTA,75,95,37,90,70,30,397,0.1875,0.2069,0.5372,0.6589,0.4276,0.0263,0.1318,0.2805,0.5685,0.1786,0.229,0.0,0.2899,0.0431,0.2008
1630557,Corey Kispert,WAS,70,81,50,90,45,71,407,0.375,0.4414,0.3172,0.6354,0.5,0.0526,0.155,0.1585,0.653,0.0714,0.1973,0.0,0.254,0.0782,0.0768
202709,Cory Joseph,ORL,40,20,22,60,100,55,297,0.125,0.2759,0.055,0.5391,0.3026,0.0263,0.0388,0.1951,0.5616,0.1071,0.254,0.1053,0.5046,0.0826,0.4003
1641854,Craig Porter Jr.,CLE,30,50,57,25,35,35,232,0.0625,0.1379,0.0615,0.7031,0.4408,0.0789,0.0233,0.1585,0.1895,0.0357,0.1565,0.0,0.5669,0.0324,0.2587
1626156,D'Angelo Russell,BKN,67,70,50,110,80,30,407,0.1875,0.2276,0.3495,0.474,0.3487,0.1053,0.1395,0.4634,0.637,0.2857,0.2834,0.0504,0.1318,0.0508,0.3781
1629610,DaQuan Jeffries,CHA,55,44,63,60,50,40,312,0.3125,0.4276,0.1586,0.4635,0.6711,0.1316,0.1473,0.122,0.5297,0.1429,0.1066,0.0,0.2743,0.1258,0.2162
1630625,Dalano Banton,POR,56,35,57,62,90,32,332,0.5,0.2966,0.2104,0.4089,0.6184,0.1316,0.0775,0.2073,0.5114,0.1429,0.2449,0.0769,0.1727,0.0686,0.3369
1631207,Dalen Terry,CHI,52,30,85,29,90,80,366,0.4375,0.2414,0.0874,0.5365,0.7895,0.0526,0.0543,0.1463,0.2557,0.1429,0.2766,0.0476,0.5219,0.0925,0.4438
1642261,Dalton Knecht,LAL,67,89,45,60,35,25,321,0.375,0.3793,0.2362,0.6615,0.3092,0.0263,0.1395,0.1098,0.4589,0.0357,0.1315,0.0,0.1683,0.0782,0.082
203081,Damian Lillard,MIL,85,125,65,135,62,42,514,0.125,0.2414,0.7476,0.7318,0.5066,0.0526,0.2868,0.5976,0.5616,0.3571,0.0794,0.0534,0.1682,0.0466,0.3031
1629655,Daniel Gafford,DAL,60,125,150,40,40,90,505,0.625,0.7241,0.3398,0.9792,0.5395,0.4737,0.4496,0.0976,0.5868,0.0714,0.2154,0.0597,0.547,0.4596,0.1194
1628464,Daniel Theis,NOP,40,55,75,45,70,78,363,0.5,0.5862,0.0809,0.5677,0.3092,0.1316,0.2558,0.1829,0.5342,0.1071,0.2766,0.3152,0.6637,0.5511,0.2709
1629636,Darius Garland,CLE,100,107,55,135,55,60,512,0.0625,0.2207,0.6084,0.6771,0.4737,0.0263,0.1473,0.5854,0.7009,0.3571,0.0567,0.0837,0.2916,0.0067,0.3765
1630558,Davion Mitchell,MIA,82,63,45,95,70,101,456,0.0,0.2897,0.1974,0.6068,0.5263,0.0526,0.1008,0.4634,0.5776,0.2857,0.288,0.3282,0.3839,0.0629,0.344
1630549,Day'Ron Sharpe,BKN,50,70,100,45,128,70,463,0.5625,0.7241,0.1974,0.5937,0.5,0.2105,0.4341,0.1341,0.5753,0.2143,0.4263,0.071,0.4643,0.6192,0.4407
1628368,De'Aaron Fox,SAS,95,125,50,105,60,70,505,0.1875,0.1724,0.7023,0.5729,0.4079,0.1053,0.2946,0.5,0.5205,0.4643,0.1474,0.0356,0.3213,0.0306,0.4075
1629631,De'Andre Hunter,CLE,73,95,75,90,60,40,433,0.5,0.4207,0.4919,0.737,0.5724,0.0526,0.2326,0.0854,0.5959,0.2143,0.1429,0.0,0.2707,0.1602,0.2551
201599,DeAndre Jordan,DEN,44,70,90,20,105,20,349,0.6875,0.7241,0.0615,0.7318,0.7697,0.1316,0.3178,0.0976,0.2466,0.0357,0.2812,0.0,0.2625,0.6298,0.192
201942,DeMar DeRozan,SAC,141,109,63,100,36,35,484,0.375,0.4138,0.6602,0.5964,0.25,0.1053,0.2248,0.439,0.6667,0.2143,0.1179,0.0895,0.146,0.0791,0.1656
1629731,Dean Wade,CLE,60,75,80,65,56,60,396,0.5625,0.469,0.1165,0.5807,0.4803,0.0789,0.2481,0.1829,0.5183,0.1786,0.2585,0.0,0.3108,0.2544,0.3004
1629028,Deandre Ayton,POR,60,98,120,35,45,25,383,0.75,0.6345,0.4078,0.6328,0.3882,0.2632,0.7132,0.061,0.5023,0.2143,0.0952,0.0,0.1761,0.3078,0.2195
1627749,Dejounte Murray,NOP,55,75,63,105,75,60,433,0.25,0.1379,0.5081,0.401,0.1579,0.1053,0.4264,0.561,0.5,0.6429,0.22,0.0,0.2535,0.045,0.656
1626153,Delon Wright,NYK,40,20,60,30,150,45,345,0.3125,0.1724,0.0421,0.2604,0.6118,0.0789,0.0543,0.2317,0.2123,0.25,0.4853,0.1212,0.4297,0.0,0.5964
1630166,Deni Avdija,POR,90,100,80,95,55,60,480,0.5625,0.5517,0.4887,0.6901,0.3487,0.1316,0.4884,0.2195,0.6872,0.2857,0.1111,0.0,0.4003,0.0713,0.3043
203471,Dennis Schröder,DET,86,60,53,75,65,110,449,0.0625,0.1034,0.3657,0.4974,0.3684,0.0526,0.124,0.5,0.2557,0.25,0.2449,0.2514,0.5036,0.0404,0.2879
1641726,Dereck Lively II,DAL,50,100,130,45,70,63,458,0.8125,0.4828,0.2233,0.9479,0.5197,0.4211,0.5039,0.2317,0.5411,0.1429,0.4308,0.0,0.2428,0.452,0.2119
1627884,Derrick Jones Jr.,LAC,78,90,34,57,85,56,400,0.375,0.3448,0.2686,0.7005,0.4868,0.1053,0.186,0.061,0.6073,0.2857,0.1927,0.0,0.4238,0.1332,0.4024
1628401,Derrick White,BOS,110,107,90,130,90,90,617,0.25,0.2069,0.4725,0.6927,0.6579,0.2895,0.2713,0.4512,0.5982,0.25,0.1905,0.2274,0.4415,0.0106,0.2191
1630217,Desmond Bane,ORL,90,101,100,107,63,95,556,0.3125,0.3793,0.5631,0.6771,0.6842,0.1053,0.3953,0.4268,0.5183,0.3571,0.1088,0.0,0.4439,0.0802,0.3566
1626164,Devin Booker,PHX,150,133,60,125,30,72,570,0.375,0.3172,0.7702,0.6484,0.2961,0.0526,0.2403,0.5854,0.6553,0.25,0.0544,0.0517,0.4444,0.0774,0.1888
1630170,Devin Vassell,SAS,80,85,78,95,35,65,438,0.3125,0.2759,0.4693,0.5547,0.2632,0.1316,0.2326,0.2561,0.4817,0.3929,0.0771,0.0,0.3899,0.0169,0.4123
1628415,Dillon Brooks,HOU,100,65,72,85,42,30,394,0.375,0.4483,0.3948,0.5599,0.4605,0.0526,0.2093,0.1585,0.4909,0.2143,0.2018,0.101,0.0457,0.111,0.2017
1641794,Dillon Jones,OKC,35,29,77,25,72,30,268,0.3125,0.5172,0.0227,0.3229,0.7632,0.0263,0.093,0.1463,0.2443,0.0357,0.2948,0.0,0.5308,0.1893,0.2551
1627734,Domantas Sabonis,SAC,100,127,130,91,50,102,600,0.625,0.5517,0.5599,0.8203,0.2566,0.1053,1.0,0.4512,0.6119,0.1786,0.2313,0.0,0.3762,0.541,0.1391
1642270,Donovan Clingan,POR,61,65,140,36,81,34,417,0.875,0.8276,0.1521,0.6094,0.7171,0.4211,0.5349,0.0732,0.5137,0.1071,0.3129,0.0,0.1421,0.3996,0.2029
1628378,Donovan Mitchell,CLE,95,120,80,125,80,75,575,0.1875,0.3793,0.7184,0.612,0.6316,0.0526,0.2713,0.4268,0.5434,0.3929,0.263,0.0818,0.5397,0.0778,0.4056
1628978,Donte DiVincenzo,MIN,70,60,65,105,65,65,430,0.25,0.2966,0.3204,0.6302,0.4671,0.0789,0.2093,0.3171,0.4954,0.3571,0.2404,0.0744,0.4408,0.0474,0.4675
1627827,Dorian Finney-Smith,LAL,75,75,72,97,110,48,477,0.4375,0.4138,0.2233,0.6875,0.5921,0.1053,0.2248,0.1341,0.7352,0.25,0.3197,0.0445,0.2324,0.1611,0.2768
203110,Draymond Green,GSW,80,58,115,97,95,113,558,0.375,0.4828,0.233,0.5052,0.6974,0.2632,0.3953,0.439,0.6347,0.4643,0.2449,0.4619,0.4469,0.333,0.5307
1629234,Drew Eubanks,LAC,45,65,81,20,95,35,341,0.625,0.5862,0.0906,0.7344,0.5855,0.1579,0.2093,0.0976,0.2785,0.0,0.2268,0.1053,0.171,0.3615,0.0917
1629130,Duncan Robinson,MIA,75,70,20,90,98,70,423,0.4375,0.3793,0.2977,0.6641,0.4605,0.0263,0.1008,0.2195,0.4726,0.1071,0.2562,0.2932,0.1034,0.0944,0.1463
203939,Dwight Powell,DAL,35,100,55,30,65,60,345,0.625,0.5517,0.0097,0.9714,0.3158,0.1053,0.0853,0.1585,0.3904,0.0357,0.3311,0.3854,0.4003,0.4051,0.2625
1630700,Dyson Daniels,ATL,109,85,84,80,115,117,590,0.4375,0.269,0.3981,0.5339,0.3421,0.1842,0.3798,0.3659,0.5594,1.0,0.1633,0.0,0.6843,0.0506,1.0
203901,Elfrid Payton,NOP,25,20,75,80,130,20,350,0.1875,0.2414,0.055,0.0,0.8421,0.1316,0.1783,0.6098,0.532,0.2857,0.3605,0.0,0.0218,0.0662,0.4752
201569,Eric Gordon,PHI,45,40,30,70,73,20,278,0.1875,0.3793,0.1618,0.6536,0.3816,0.0789,0.0155,0.1951,0.5297,0.1786,0.22,0.0,0.1882,0.0661,0.3319
1630596,Evan Mobley,CLE,90,125,140,70,87,97,609,0.6875,0.3793,0.5405,0.763,0.6118,0.4211,0.6434,0.2195,0.5822,0.25,0.2744,0.0,0.5523,0.331,0.2563
1630532,Franz Wagner,ORL,81,125,64,105,85,109,569,0.625,0.4138,0.7249,0.5677,0.4079,0.1053,0.3643,0.3659,0.6895,0.3929,0.3084,0.1525,0.3677,0.0736,0.3701
1627832,Fred VanVleet,HOU,88,55,70,125,120,67,525,0.0,0.2552,0.3981,0.4557,0.5066,0.1053,0.2093,0.5732,0.5639,0.5,0.2313,0.0365,0.4092,0.0736,0.4564
1629216,Gabe Vincent,LAL,70,53,40,60,75,95,393,0.125,0.2759,0.1489,0.5104,0.5789,0.0526,0.0233,0.1707,0.4406,0.1786,0.2766,0.5151,0.3657,0.106,0.3004
1629726,Garrison Mathews,ATL,49,30,40,59,30,110,318,0.375,0.3793,0.1845,0.6927,0.2039,0.0789,0.0698,0.1463,0.3607,0.1429,0.2857,0.8759,0.2688,0.101,0.3138
203914,Gary Harris,ORL,45,24,65,55,90,40,319,0.25,0.3448,0.0388,0.4792,0.7368,0.0789,0.0233,0.0976,0.5639,0.1071,0.3515,0.0,0.4969,0.0746,0.31
1627780,Gary Payton II,GSW,50,95,75,50,55,100,425,0.125,0.2414,0.1521,0.7682,0.4013,0.0789,0.155,0.1585,0.5388,0.2143,0.1973,0.0,0.7782,0.142,0.5553
1629018,Gary Trent Jr.,MIL,80,55,30,95,60,20,340,0.3125,0.3034,0.301,0.6536,0.2961,0.0263,0.1008,0.1463,0.5959,0.2857,0.0998,0.0,0.085,0.0079,0.3762
1627777,Georges Niang,ATL,71,80,55,82,25,57,370,0.4375,0.4828,0.2621,0.6953,0.3026,0.0526,0.186,0.122,0.5913,0.0714,0.0385,0.1195,0.2765,0.2238,0.1194
203507,Giannis Antetokounmpo,MIL,97,150,140,95,65,50,597,0.6875,0.5724,0.9256,0.7422,0.5592,0.3158,0.845,0.4878,0.7603,0.25,0.2109,0.0,0.3508,0.1568,0.2162
1629048,Goga Bitadze,ORL,65,95,95,50,95,42,442,0.625,0.6207,0.1748,0.7578,0.5789,0.3684,0.4341,0.1951,0.5776,0.1786,0.2358,0.0,0.3455,0.4725,0.3166
1641711,Gradey Dick,TOR,70,70,40,80,40,115,415,0.375,0.2759,0.4078,0.5286,0.2566,0.0526,0.2016,0.1098,0.5685,0.25,0.0794,0.2403,0.3929,0.0447,0.2701
1628960,Grayson Allen,PHX,70,67,60,94,60,69,420,0.25,0.2621,0.2848,0.7578,0.4276,0.0789,0.155,0.1829,0.5685,0.2143,0.1474,0.0533,0.5015,0.0944,0.3026
1627824,Guerschon Yabusele,PHI,80,90,65,83,40,95,453,0.5,0.7241,0.2977,0.7188,0.1118,0.0789,0.3566,0.1829,0.6712,0.2143,0.1905,0.2607,0.369,0.374,0.2564
1630611,Gui Santos,GSW,45,75,90,60,50,85,405,0.375,0.1724,0.0744,0.612,0.4737,0.0526,0.1628,0.1463,0.637,0.0714,0.2857,0.0,0.7731,0.3419,0.2551
203084,Harrison Barnes,SAS,95,90,50,92,45,65,437,0.5,0.4483,0.3398,0.8229,0.2237,0.0526,0.2171,0.2073,0.6393,0.1071,0.1678,0.0236,0.2493,0.1743,0.1166
1629312,Haywood Highsmith,MIA,75,55,65,63,51,70,379,0.3125,0.4138,0.1521,0.6328,0.4276,0.1316,0.186,0.1707,0.5274,0.25,0.2336,0.0,0.2861,0.1288,0.3451
1630529,Herbert Jones,NOP,40,72,52,71,75,115,425,0.4375,0.3172,0.2751,0.5234,0.25,0.1316,0.2248,0.2561,0.5731,0.6071,0.3787,0.3965,0.1935,0.186,0.622
1630193,Immanuel Quickley,TOR,50,78,50,117,40,50,385,0.125,0.2069,0.4951,0.599,0.3158,0.0263,0.1938,0.561,0.516,0.1786,0.2744,0.0,0.1453,0.0525,0.202
