PLAYER_ID,name,team,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,pokemon_id,pokemon_name,pokemon_type1,pokemon_type2,pokemon_hp,pokemon_attack,pokemon_defense,pokemon_sp_attack,pokemon_sp_defense,pokemon_speed,pokemon_base_stat_total,total_stat_difference,match_quality_percentile
1642843,Cooper Flagg,DAL,105,115,105,80,75,100,580,445,garchomp,dragon,ground,108,130,95,80,85,102,600,0.0355,91.4
1630557,Corey Kispert,ATL,55,82,67,41,50,80,375,444,gabite,dragon,ground,68,90,65,50,55,82,410,0.0475,70.9
1641854,Craig Porter Jr.,CLE,60,40,80,60,70,68,378,575,gothorita,psychic,,60,45,70,75,85,55,390,0.071,29.1
1631342,Daeqwon Plowden,SAC,45,100,75,76,40,65,401,354,banette,ghost,,64,115,65,83,63,65,455,0.0831,18.8
1631207,Dalen Terry,PHI,30,35,55,30,65,91,306,370,luvdisc,water,,43,30,55,40,65,97,330,0.0571,47.9
1642261,Dalton Knecht,LAL,34,63,35,20,40,23,215,261,poochyena,dark,,35,55,35,30,30,35,220,0.093,11.4
1629655,Daniel Gafford,DAL,60,92,130,29,83,100,494,472,gliscor,ground,flying,75,95,125,45,75,95,510,0.049,67.3
1642450,Daniss Jenkins,DET,70,45,37,60,90,90,392,312,minun,electric,,60,40,50,75,85,95,405,0.0599,42.6
1642874,Danny Wolf,BKN,60,50,90,50,100,40,390,222,corsola,water,rock,65,55,95,65,95,35,410,0.0468,72.5
1629636,Darius Garland,LAC,65,109,44,114,53,49,434,332,cacturne,grass,dark,70,115,60,115,60,55,475,0.0442,79.1
1630558,Davion Mitchell,MIA,90,67,48,124,70,101,500,1015,munkidori,poison,psychic,88,75,66,130,90,106,555,0.0554,50.1
1630549,Day'Ron Sharpe,BKN,60,85,80,45,90,71,431,962,bombirdier,flying,dark,70,103,85,60,85,82,485,0.0625,40.5
1628368,De'Aaron Fox,SAS,100,120,55,115,65,67,522,430,honchkrow,dark,flying,100,125,52,105,52,71,505,0.0348,92.3
1629631,De'Andre Hunter,SAC,60,80,60,60,30,30,320,341,corphish,water,,43,80,65,50,35,35,308,0.0686,31.7
1629001,De'Anthony Melton,GSW,58,70,45,70,80,100,423,253,grovyle,grass,,50,65,45,85,65,95,405,0.0574,47.4
201942,DeMar DeRozan,SAC,110,107,45,85,35,47,429,320,wailmer,water,,130,70,35,70,35,60,400,0.1148,4.0
1629731,Dean Wade,CLE,65,70,75,65,83,65,423,153,bayleef,grass,,60,62,80,63,80,60,405,0.0298,96.8
1629028,Deandre Ayton,LAL,86,113,115,30,63,35,442,185,sudowoodo,rock,,70,100,115,30,65,30,410,0.05,64.8
1630166,Deni Avdija,POR,95,130,100,120,35,64,544,1018,archaludon,steel,dragon,90,105,130,125,65,85,600,0.0944,10.8
203471,Dennis Schröder,CLE,75,53,42,70,58,85,383,860,morgrem,dark,fairy,65,60,45,75,55,70,370,0.0542,55.0
1642852,Derik Queen,NOP,90,66,100,55,75,35,421,531,audino,normal,,103,60,86,60,86,50,445,0.0642,37.6
1627884,Derrick Jones Jr.,LAC,65,80,85,65,75,43,413,600,klang,steel,,60,80,95,70,85,50,440,0.0405,85.3
1628401,Derrick White,BOS,130,85,117,125,110,95,662,493,arceus,normal,,120,120,120,120,120,120,720,0.0661,34.7
1630217,Desmond Bane,ORL,150,115,65,101,130,95,656,250,ho-oh,fire,flying,106,130,90,110,154,90,680,0.0882,14.0
1626164,Devin Booker,PHX,95,130,72,112,85,72,566,861,grimmsnarl,dark,fairy,95,120,65,95,75,60,510,0.0485,68.5
1642269,Devin Carter,SAC,40,59,35,60,31,50,275,453,croagunk,poison,fighting,48,61,40,61,40,50,300,0.046,73.8
1630170,Devin Vassell,SAS,90,75,70,115,70,50,470,556,maractus,grass,,75,86,67,106,67,60,461,0.0502,64.0
1628415,Dillon Brooks,PHX,75,105,55,75,55,42,407,735,gumshoos,normal,,88,110,60,55,60,45,418,0.0619,41.3
1627734,Domantas Sabonis,SAC,35,110,90,50,35,123,443,632,durant,bug,steel,58,109,112,48,48,109,484,0.0802,21.4
1631230,Dominick Barlow,PHI,75,71,110,43,65,103,467,241,miltank,normal,,95,80,105,40,70,100,490,0.049,67.3
1642270,Donovan Clingan,POR,91,95,150,75,40,50,501,205,forretress,bug,steel,75,90,140,60,60,40,465,0.0689,31.0
1628378,Donovan Mitchell,CLE,105,143,83,135,70,60,596,373,salamence,dragon,flying,95,135,80,110,80,100,600,0.0836,18.0
1628978,Donte DiVincenzo,MIN,110,65,75,125,100,97,572,647,keldeo-ordinary,water,fighting,91,72,90,129,90,108,580,0.0513,61.1
1627827,Dorian Finney-Smith,HOU,38,45,35,30,75,20,243,953,rellor,bug,,41,50,60,31,58,30,270,0.1263,2.9
1642962,Drake Powell,BKN,65,55,40,29,50,45,284,48,venonat,bug,poison,60,55,50,40,55,45,305,0.0559,48.9
203110,Draymond Green,GSW,80,65,95,73,79,38,430,838,carkol,rock,fire,80,60,90,60,70,50,410,0.0502,64.0
1629234,Drew Eubanks,SAC,30,65,71,26,55,40,287,374,beldum,steel,psychic,40,55,80,35,60,30,300,0.0752,25.4
1630696,Dru Smith,MIA,59,41,60,35,114,120,429,959,tinkaton,fairy,steel,85,75,77,70,105,94,506,0.137,1.6
1629130,Duncan Robinson,DET,92,84,85,131,45,84,521,469,yanmega,bug,flying,86,76,86,116,56,95,515,0.046,73.8
203939,Dwight Powell,DAL,50,64,70,45,55,105,389,61,poliwhirl,water,,65,65,65,50,50,90,385,0.0593,44.4
1642928,Dylan Cardwell,SAC,50,60,130,40,100,50,430,299,nosepass,rock,,30,45,135,45,90,30,375,0.0852,16.9
1642844,Dylan Harper,SAS,72,80,76,72,85,80,465,362,glalie,ice,,80,80,80,80,80,80,480,0.0275,97.9
1630700,Dyson Daniels,ATL,115,83,90,105,116,136,645,1008,miraidon,electric,dragon,100,85,100,135,115,135,670,0.0534,56.7
1642856,Egor Dëmin,BKN,64,46,60,100,60,97,427,817,drizzile,water,,65,60,55,95,55,90,420,0.0423,82.0
1641989,Elijah Harkless,UTA,30,40,30,69,95,30,294,669,flabebe,fairy,,44,38,39,61,79,42,303,0.0914,12.4
1630679,Ethan Thompson,IND,40,35,40,60,95,98,368,166,ledian,bug,flying,55,35,50,55,110,85,390,0.072,28.3
1630596,Evan Mobley,CLE,90,125,143,65,81,75,579,1014,okidogi,poison,fighting,88,128,115,58,86,80,555,0.0528,57.9
1630532,Franz Wagner,ORL,55,120,85,80,45,105,490,923,pawmot,electric,fighting,70,115,70,70,60,105,490,0.0577,47.1
1641713,GG Jackson,MEM,60,86,70,62,50,45,373,696,tyrunt,rock,dragon,58,89,77,45,45,48,362,0.0534,56.7
1629216,Gabe Vincent,ATL,47,20,40,60,30,65,262,694,helioptile,electric,normal,44,38,33,61,43,70,289,0.0872,15.3
203914,Gary Harris,MIL,40,30,31,35,60,32,228,270,lotad,water,grass,40,30,30,40,50,30,220,0.0509,62.3
1627780,Gary Payton II,GSW,60,90,60,50,55,100,415,814,raboot,fire,,65,86,60,55,60,94,420,0.027,98.1
1629018,Gary Trent Jr.,MIL,65,45,39,60,34,20,263,179,mareep,electric,,55,40,40,65,45,35,280,0.0821,19.6
203507,Giannis Antetokounmpo,MIL,55,150,145,95,55,45,545,376,metagross,steel,psychic,80,135,130,95,90,70,600,0.0945,10.6
1629048,Goga Bitadze,ORL,50,85,120,40,50,50,395,75,graveler,rock,ground,55,95,115,45,45,35,390,0.0525,58.7
1641711,Gradey Dick,TOR,55,48,30,40,95,80,348,957,tinkatink,fairy,steel,50,45,45,35,64,58,297,0.1289,2.4
1629684,Grant Williams,CHA,40,60,85,70,120,70,445,830,eldegoss,grass,,60,50,90,80,120,60,460,0.0595,43.7
1628960,Grayson Allen,PHX,70,95,50,113,55,60,443,336,seviper,poison,,73,100,60,100,60,65,458,0.0417,83.3
1627824,Guerschon Yabusele,CHI,54,40,60,45,65,55,319,333,swablu,normal,flying,45,40,60,40,75,50,310,0.0483,69.6
1630611,Gui Santos,GSW,68,86,45,60,65,78,402,907,floragato,grass,,61,80,63,60,63,83,410,0.0515,60.6
203084,Harrison Barnes,SAS,88,70,52,85,68,70,433,337,lunatone,rock,psychic,90,55,65,95,85,70,460,0.0628,39.7
1630529,Herbert Jones,NOP,74,55,70,80,122,80,481,326,grumpig,psychic,,80,45,65,90,110,80,470,0.0423,82.0
1642864,Hugo González,BOS,55,53,91,45,70,65,379,544,whirlipede,bug,poison,40,55,99,40,79,47,360,0.0728,27.2
1630193,Immanuel Quickley,TOR,100,95,69,133,78,70,545,103,exeggutor,grass,psychic,95,95,85,125,75,55,530,0.0448,77.0
1630171,Isaac Okoro,CHI,75,65,75,65,38,135,453,528,swoobat,psychic,flying,67,57,55,77,55,114,425,0.0853,16.5
1642268,Isaiah Collier,UTA,70,75,35,80,30,35,325,331,cacnea,grass,,50,85,40,85,40,35,335,0.0773,24.3
1628392,Isaiah Hartenstein,OKC,59,80,150,60,65,121,535,638,cobalion,steel,fighting,91,90,129,90,72,108,580,0.0929,11.8
1630543,Isaiah Jackson,LAC,50,75,80,50,90,55,400,541,swadloon,bug,grass,55,63,90,50,80,42,380,0.0595,43.7
1630198,Isaiah Joe,OKC,70,90,50,90,75,94,469,126,magmar,fire,,65,95,57,100,85,93,495,0.0359,90.7
1630191,Isaiah Stewart,DET,65,90,139,35,35,30,394,525,boldore,rock,,70,105,105,50,40,20,390,0.1069,6.6
1627826,Ivica Zubac,IND,70,101,140,50,45,50,456,305,lairon,steel,rock,60,90,140,50,50,40,430,0.042,82.5
1629630,Ja Morant,MEM,35,100,91,92,45,95,458,117,seadra,water,,55,65,95,95,45,85,440,0.0932,11.1
1642266,Ja'Kobe Walter,TOR,70,55,66,59,90,100,440,189,jumpluff,grass,flying,75,55,70,55,95,110,460,0.03,96.6
1631095,Jabari Smith Jr.,HOU,150,92,115,91,55,38,541,977,dondozo,water,,150,100,115,65,65,35,530,0.0544,54.5
1631133,Jabari Walker,PHI,43,48,50,42,65,36,284,751,dewpider,water,bug,38,40,52,40,72,27,269,0.0545,54.1
1630702,Jaden Hardy,WAS,50,55,43,75,75,45,343,1,bulbasaur,grass,poison,45,49,49,65,65,45,318,0.0521,59.1
1631093,Jaden Ivey,CHI,40,56,55,50,40,50,291,782,jangmo-o,dragon,,45,55,65,45,45,45,300,0.048,70.0
1630183,Jaden McDaniels,MIN,103,95,115,70,75,90,548,862,obstagoon,dark,normal,93,90,101,60,81,95,520,0.0411,84.4
1642942,Jahmai Mashack,MEM,40,44,40,30,102,70,326,72,tentacool,water,poison,40,40,35,50,100,70,335,0.0638,37.8
1631170,Jaime Jaquez Jr.,MIA,95,100,80,75,55,108,513,701,hawlucha,fighting,flying,78,92,75,74,63,118,500,0.046,73.8
1631222,Jake LaRavia,LAL,90,64,65,60,71,90,440,964,palafin-zero,water,,100,70,72,53,62,100,457,0.0454,75.5
1627751,Jakob Poeltl,TOR,60,110,80,45,55,108,458,85,dodrio,normal,flying,60,110,70,60,60,110,470,0.0405,85.3
1628973,Jalen Brunson,NYK,120,130,35,136,50,150,621,795,pheromosa,bug,fighting,71,137,37,137,37,151,570,0.086,15.6
1631105,Jalen Duren,DET,88,130,125,55,60,110,568,990,iron-treads,ground,steel,90,112,120,72,70,106,570,0.0484,69.0
1630224,Jalen Green,PHX,45,100,100,83,107,48,483,442,spiritomb,ghost,dark,50,92,108,92,108,35,485,0.0415,83.9
1630552,Jalen Johnson,ATL,115,125,100,121,80,65,606,800,necrozma,psychic,,97,107,101,127,89,79,600,0.0514,60.8
1629618,Jalen Pickett,DEN,45,35,86,40,63,26,295,616,shelmet,bug,,50,40,85,40,65,25,305,0.0249,99.5
1630188,Jalen Smith,CHI,55,90,130,85,40,95,495,884,duraludon,steel,dragon,70,95,115,120,50,85,535,0.0846,17.5
1630591,Jalen Suggs,ORL,73,85,60,100,125,116,559,640,virizion,grass,fighting,91,90,72,90,129,108,580,0.0456,75.0
1631114,Jalen Williams,OKC,50,100,82,90,65,75,462,841,flapple,grass,dragon,70,110,80,95,60,70,485,0.0508,62.7
1630592,Jalen Wilson,BKN,45,30,35,45,30,40,225,848,toxel,electric,poison,40,38,35,54,35,40,242,0.0598,43.0
1627750,Jamal Murray,DEN,132,130,50,150,60,50,572,716,xerneas,fairy,,126,131,95,131,98,99,680,0.1265,2.6
1642347,Jamal Shead,TOR,80,35,30,100,85,40,370,578,duosion,psychic,,65,40,50,125,60,30,370,0.1209,3.4
1631123,Jamaree Bouyea,PHX,40,50,65,35,110,41,341,352,kecleon,normal,,60,90,70,60,120,40,440,0.1343,1.9
201935,James Harden,CLE,110,123,60,130,80,25,528,842,appletun,grass,dragon,110,85,80,100,80,30,485,0.1039,7.1
1642364,Jamir Watkins,WAS,55,75,65,55,65,72,387,505,watchog,normal,,60,85,69,60,69,77,420,0.0357,91.0
1642419,Jamison Battle,TOR,20,50,74,40,48,32,264,599,klink,steel,,40,55,70,45,60,30,300,0.0879,14.4
1641716,Jarace Walker,IND,85,57,60,60,70,35,367,682,spritzee,fairy,,78,52,60,63,65,23,341,0.0448,77.0
1642272,Jared McCain,OKC,60,40,60,61,55,80,356,677,espurr,psychic,,62,48,54,63,60,68,355,0.0468,72.5
1628991,Jaren Jackson Jr.,UTA,70,110,120,90,150,50,590,719,diancie,rock,fairy,50,100,150,100,150,50,600,0.0651,36.2
1629020,Jarred Vanderbilt,LAL,58,55,52,40,106,70,381,676,furfrou,normal,,75,80,60,65,90,102,472,0.1259,3.2
1628386,Jarrett Allen,CLE,70,120,125,50,75,99,539,470,leafeon,grass,,65,110,130,60,65,95,525,0.036,90.5
1642859,Jase Richardson,ORL,35,47,42,45,80,78,327,37,vulpix,fire,,38,41,40,50,65,65,299,0.0691,30.7
1642914,Javon Small,MEM,45,60,70,85,85,60,405,583,vanillish,ice,,51,65,65,80,75,59,395,0.0364,89.2
1629750,Javonte Green,DET,70,65,80,45,80,65,405,660,diggersby,normal,ground,85,56,77,50,77,78,423,0.055,52.0
1629637,Jaxson Hayes,LAL,60,104,65,40,70,20,359,47,parasect,bug,grass,60,95,80,60,80,30,405,0.0788,22.2
1630643,Jay Huff,IND,76,92,110,60,100,40,478,875,eiscue-ice,ice,,75,80,110,65,90,50,470,0.0406,84.9
1627759,Jaylen Brown,BOS,110,136,105,95,60,88,594,244,entei,fire,,115,115,85,90,75,100,580,0.0605,42.1
1641740,Jaylen Clark,MIN,49,40,77,40,95,30,331,825,dottler,bug,psychic,50,35,80,50,90,30,335,0.038,87.3
1642377,Jaylen Wells,MEM,80,75,53,87,80,66,441,272,ludicolo,water,grass,80,70,70,90,100,70,480,0.059,45.0
1631119,Jaylin Williams,OKC,62,55,99,65,95,90,466,334,altaria,dragon,flying,75,70,90,70,105,80,490,0.0554,50.1
1642281,Jaylon Tyson,CLE,80,80,90,75,60,90,475,288,vigoroth,normal,,80,80,80,55,55,90,440,0.0501,64.6
1628369,Jayson Tatum,BOS,20,115,110,120,130,20,515,858,hatterene,psychic,fairy,57,90,95,136,103,29,510,0.1118,4.8
203924,Jerami Grant,POR,75,102,50,95,50,74,446,414,mothim,bug,flying,70,94,50,94,50,66,424,0.0285,97.5
1642847,Jeremiah Fears,NOP,92,74,41,64,60,65,396,536,palpitoad,water,ground,75,65,55,65,55,69,384,0.0632,38.6
1630579,Jericho Sims,MIL,65,100,60,40,57,56,378,749,mudbray,ground,,70,100,70,45,55,45,385,0.0435,80.0
1641724,Jett Howard,ORL,40,30,48,54,30,20,222,872,snom,ice,bug,30,25,35,45,30,20,185,0.0952,10.3
1628975,Jevon Carter,ORL,45,40,40,40,100,40,305,96,drowzee,psychic,,60,48,45,43,90,42,328,0.0653,35.7
202710,Jimmy Butler III,GSW,60,120,50,100,105,115,550,466,electivire,electric,,75,123,67,95,85,95,540,0.0674,33.3
1629111,Jock Landale,ATL,70,75,80,54,35,58,372,159,croconaw,water,,65,80,80,59,63,58,405,0.0754,24.9
203954,Joel Embiid,PHI,60,132,120,95,85,30,522,781,dhelmise,ghost,grass,70,131,100,86,90,40,517,0.0512,61.4
1628381,John Collins,LAC,82,105,90,50,70,60,457,834,drednaw,water,rock,90,115,90,48,68,74,485,0.0407,84.7
1629723,John Konchar,UTA,56,70,45,45,150,108,474,73,tentacruel,water,poison,80,70,65,80,120,100,515,0.1138,4.5
1642277,Johnny Furphy,IND,40,55,55,53,50,110,363,25,pikachu,electric,,35,55,40,50,50,90,320,0.0752,25.4
202685,Jonas Valanciunas,DEN,46,75,95,24,25,20,285,74,geodude,rock,ground,40,80,100,30,30,20,300,0.0415,83.9
1628371,Jonathan Isaac,ORL,20,45,100,20,115,20,320,355,duskull,ghost,,20,40,90,30,90,25,295,0.0962,9.5
1630228,Jonathan Kuminga,ATL,45,75,80,45,108,80,433,778,mimikyu-disguised,ghost,fairy,55,90,80,50,105,96,476,0.0546,53.7
203903,Jordan Clarkson,NYK,62,60,60,50,28,65,325,810,grookey,grass,,50,65,50,40,40,65,310,0.0713,28.8
1630692,Jordan Goodwin,PHX,73,50,65,78,79,100,445,678,meowstic-male,psychic,,74,48,76,83,81,104,466,0.0287,97.1
1641722,Jordan Hawkins,NOP,40,20,40,35,75,50,260,165,ledyba,bug,flying,40,20,30,40,80,55,265,0.0504,63.5
1641757,Jordan Miller,LAC,65,78,65,53,65,45,371,259,marshtomp,water,ground,70,85,70,60,70,50,405,0.0363,89.6
1629673,Jordan Poole,NOP,50,60,47,80,70,30,337,43,oddish,grass,poison,45,50,55,75,65,30,320,0.0471,71.7
1641775,Jordan Walsh,BOS,60,63,97,50,48,36,354,304,aron,steel,rock,50,70,100,40,40,30,330,0.0553,51.2
1630631,Jose Alvarado,NYK,65,55,35,69,95,55,374,670,floette,fairy,,54,45,47,75,98,52,371,0.055,52.0
1630581,Josh Giddey,CHI,77,90,84,130,55,109,545,818,inteleon,water,,70,85,65,125,65,120,530,0.0486,68.3
1630182,Josh Green,CHA,50,50,45,55,150,85,435,122,mr-mime,psychic,fairy,40,45,65,100,120,90,460,0.1317,2.1
1628404,Josh Hart,NYK,90,85,65,95,70,111,516,581,swanna,water,flying,75,87,63,87,63,98,473,0.0459,74.3
1631169,Josh Minott,BKN,45,79,85,47,45,65,366,624,pawniard,dark,steel,45,85,70,40,40,60,340,0.0537,56.2
1629006,Josh Okogie,HOU,65,30,65,50,55,75,340,188,skiploom,grass,flying,55,45,50,45,65,80,340,0.0778,24.1
201950,Jrue Holiday,POR,72,90,70,125,95,66,518,467,magmortar,fire,,75,95,67,125,95,83,540,0.0344,93.1
1630577,Julian Champagnie,SAS,100,82,85,105,60,70,502,911,skeledirge,fire,ghost,104,75,100,110,75,66,530,0.0457,74.6
1631124,Julian Strawther,DEN,45,55,35,40,30,46,251,403,shinx,electric,,45,65,34,40,34,45,263,0.0423,82.0
203944,Julius Randle,MIN,125,120,80,107,50,55,537,981,farigiraf,normal,psychic,120,90,70,110,70,60,520,0.0723,27.8
1630551,Justin Champagnie,WAS,66,75,70,55,80,60,406,634,zweilous,dark,dragon,72,85,70,65,70,58,420,0.0446,77.6
1642348,Justin Edwards,PHI,50,54,35,55,30,40,264,753,fomantis,grass,,40,55,35,50,35,35,250,0.0516,60.3
203994,Jusuf Nurkić,UTA,55,70,120,56,93,50,444,105,marowak,ground,,60,80,110,50,80,45,425,0.0491,66.9
